2013,C,13600000
2013,B,9300000
2012,C,14200000
2012,B,9350000
2011,C,14100000
2011,B,9350000
2010,C,13400000
2010,B,9800000
2009,C,13600000
2009,B,9600000
2008,C,13300000
2008,B,9750000
2007,C,14200000
2007,B,8650000
